Author Name|Coauthor Name|Year|Title|Type
Karan Vahi|Ewa Deelman|2005|Pegasus: A framework for mapping complex scientific workflows onto distributed systems.|article
Karan Vahi|Gurmeet Singh|2005|Pegasus: A framework for mapping complex scientific workflows onto distributed systems.|article
Karan Vahi|Mei-Hui Su|2005|Pegasus: A framework for mapping complex scientific workflows onto distributed systems.|article
Karan Vahi|James Blythe|2005|Pegasus: A framework for mapping complex scientific workflows onto distributed systems.|article
Karan Vahi|Yolanda Gil|2005|Pegasus: A framework for mapping complex scientific workflows onto distributed systems.|article
Karan Vahi|Carl Kesselman|2005|Pegasus: A framework for mapping complex scientific workflows onto distributed systems.|article
Karan Vahi|Gaurang Mehta|2005|Pegasus: A framework for mapping complex scientific workflows onto distributed systems.|article
Karan Vahi|G. Bruce Berriman|2005|Pegasus: A framework for mapping complex scientific workflows onto distributed systems.|article
Karan Vahi|John Good|2005|Pegasus: A framework for mapping complex scientific workflows onto distributed systems.|article
Karan Vahi|Anastasia C. Laity|2005|Pegasus: A framework for mapping complex scientific workflows onto distributed systems.|article
Karan Vahi|Joseph C. Jacob|2005|Pegasus: A framework for mapping complex scientific workflows onto distributed systems.|article
Karan Vahi|Daniel S. Katz|2005|Pegasus: A framework for mapping complex scientific workflows onto distributed systems.|article
G. Bruce Berriman|Ewa Deelman|2005|Pegasus: A framework for mapping complex scientific workflows onto distributed systems.|article
G. Bruce Berriman|Gurmeet Singh|2005|Pegasus: A framework for mapping complex scientific workflows onto distributed systems.|article
G. Bruce Berriman|Mei-Hui Su|2005|Pegasus: A framework for mapping complex scientific workflows onto distributed systems.|article
G. Bruce Berriman|James Blythe|2005|Pegasus: A framework for mapping complex scientific workflows onto distributed systems.|article
G. Bruce Berriman|Yolanda Gil|2005|Pegasus: A framework for mapping complex scientific workflows onto distributed systems.|article
G. Bruce Berriman|Carl Kesselman|2005|Pegasus: A framework for mapping complex scientific workflows onto distributed systems.|article
G. Bruce Berriman|Gaurang Mehta|2005|Pegasus: A framework for mapping complex scientific workflows onto distributed systems.|article
G. Bruce Berriman|Karan Vahi|2005|Pegasus: A framework for mapping complex scientific workflows onto distributed systems.|article
G. Bruce Berriman|John Good|2005|Pegasus: A framework for mapping complex scientific workflows onto distributed systems.|article
G. Bruce Berriman|Anastasia C. Laity|2005|Pegasus: A framework for mapping complex scientific workflows onto distributed systems.|article
G. Bruce Berriman|Joseph C. Jacob|2005|Pegasus: A framework for mapping complex scientific workflows onto distributed systems.|article
G. Bruce Berriman|Daniel S. Katz|2005|Pegasus: A framework for mapping complex scientific workflows onto distributed systems.|article
John Good|Ewa Deelman|2005|Pegasus: A framework for mapping complex scientific workflows onto distributed systems.|article
John Good|Gurmeet Singh|2005|Pegasus: A framework for mapping complex scientific workflows onto distributed systems.|article
John Good|Mei-Hui Su|2005|Pegasus: A framework for mapping complex scientific workflows onto distributed systems.|article
John Good|James Blythe|2005|Pegasus: A framework for mapping complex scientific workflows onto distributed systems.|article
John Good|Yolanda Gil|2005|Pegasus: A framework for mapping complex scientific workflows onto distributed systems.|article
John Good|Carl Kesselman|2005|Pegasus: A framework for mapping complex scientific workflows onto distributed systems.|article
John Good|Gaurang Mehta|2005|Pegasus: A framework for mapping complex scientific workflows onto distributed systems.|article
John Good|Karan Vahi|2005|Pegasus: A framework for mapping complex scientific workflows onto distributed systems.|article
John Good|G. Bruce Berriman|2005|Pegasus: A framework for mapping complex scientific workflows onto distributed systems.|article
John Good|Anastasia C. Laity|2005|Pegasus: A framework for mapping complex scientific workflows onto distributed systems.|article
John Good|Joseph C. Jacob|2005|Pegasus: A framework for mapping complex scientific workflows onto distributed systems.|article
John Good|Daniel S. Katz|2005|Pegasus: A framework for mapping complex scientific workflows onto distributed systems.|article
Anastasia C. Laity|Ewa Deelman|2005|Pegasus: A framework for mapping complex scientific workflows onto distributed systems.|article
Anastasia C. Laity|Gurmeet Singh|2005|Pegasus: A framework for mapping complex scientific workflows onto distributed systems.|article
Anastasia C. Laity|Mei-Hui Su|2005|Pegasus: A framework for mapping complex scientific workflows onto distributed systems.|article
Anastasia C. Laity|James Blythe|2005|Pegasus: A framework for mapping complex scientific workflows onto distributed systems.|article
Anastasia C. Laity|Yolanda Gil|2005|Pegasus: A framework for mapping complex scientific workflows onto distributed systems.|article
Anastasia C. Laity|Carl Kesselman|2005|Pegasus: A framework for mapping complex scientific workflows onto distributed systems.|article
Anastasia C. Laity|Gaurang Mehta|2005|Pegasus: A framework for mapping complex scientific workflows onto distributed systems.|article
Anastasia C. Laity|Karan Vahi|2005|Pegasus: A framework for mapping complex scientific workflows onto distributed systems.|article
Anastasia C. Laity|G. Bruce Berriman|2005|Pegasus: A framework for mapping complex scientific workflows onto distributed systems.|article
Anastasia C. Laity|John Good|2005|Pegasus: A framework for mapping complex scientific workflows onto distributed systems.|article
Anastasia C. Laity|Joseph C. Jacob|2005|Pegasus: A framework for mapping complex scientific workflows onto distributed systems.|article
Anastasia C. Laity|Daniel S. Katz|2005|Pegasus: A framework for mapping complex scientific workflows onto distributed systems.|article
Joseph C. Jacob|Ewa Deelman|2005|Pegasus: A framework for mapping complex scientific workflows onto distributed systems.|article
Joseph C. Jacob|Gurmeet Singh|2005|Pegasus: A framework for mapping complex scientific workflows onto distributed systems.|article
Joseph C. Jacob|Mei-Hui Su|2005|Pegasus: A framework for mapping complex scientific workflows onto distributed systems.|article
Joseph C. Jacob|James Blythe|2005|Pegasus: A framework for mapping complex scientific workflows onto distributed systems.|article
Joseph C. Jacob|Yolanda Gil|2005|Pegasus: A framework for mapping complex scientific workflows onto distributed systems.|article
Joseph C. Jacob|Carl Kesselman|2005|Pegasus: A framework for mapping complex scientific workflows onto distributed systems.|article
Joseph C. Jacob|Gaurang Mehta|2005|Pegasus: A framework for mapping complex scientific workflows onto distributed systems.|article
Joseph C. Jacob|Karan Vahi|2005|Pegasus: A framework for mapping complex scientific workflows onto distributed systems.|article
Joseph C. Jacob|G. Bruce Berriman|2005|Pegasus: A framework for mapping complex scientific workflows onto distributed systems.|article
Joseph C. Jacob|John Good|2005|Pegasus: A framework for mapping complex scientific workflows onto distributed systems.|article
Joseph C. Jacob|Anastasia C. Laity|2005|Pegasus: A framework for mapping complex scientific workflows onto distributed systems.|article
Joseph C. Jacob|Daniel S. Katz|2005|Pegasus: A framework for mapping complex scientific workflows onto distributed systems.|article
Daniel S. Katz|Ewa Deelman|2005|Pegasus: A framework for mapping complex scientific workflows onto distributed systems.|article
Daniel S. Katz|Gurmeet Singh|2005|Pegasus: A framework for mapping complex scientific workflows onto distributed systems.|article
Daniel S. Katz|Mei-Hui Su|2005|Pegasus: A framework for mapping complex scientific workflows onto distributed systems.|article
Daniel S. Katz|James Blythe|2005|Pegasus: A framework for mapping complex scientific workflows onto distributed systems.|article
Daniel S. Katz|Yolanda Gil|2005|Pegasus: A framework for mapping complex scientific workflows onto distributed systems.|article
Daniel S. Katz|Carl Kesselman|2005|Pegasus: A framework for mapping complex scientific workflows onto distributed systems.|article
Daniel S. Katz|Gaurang Mehta|2005|Pegasus: A framework for mapping complex scientific workflows onto distributed systems.|article
Daniel S. Katz|Karan Vahi|2005|Pegasus: A framework for mapping complex scientific workflows onto distributed systems.|article
Daniel S. Katz|G. Bruce Berriman|2005|Pegasus: A framework for mapping complex scientific workflows onto distributed systems.|article
Daniel S. Katz|John Good|2005|Pegasus: A framework for mapping complex scientific workflows onto distributed systems.|article
Daniel S. Katz|Anastasia C. Laity|2005|Pegasus: A framework for mapping complex scientific workflows onto distributed systems.|article
Daniel S. Katz|Joseph C. Jacob|2005|Pegasus: A framework for mapping complex scientific workflows onto distributed systems.|article
Zhiling Lan|Valerie E. Taylor|2002|Dynamic load balancing of SAMR applications on distributed systems.|article
Zhiling Lan|Greg Bryan|2002|Dynamic load balancing of SAMR applications on distributed systems.|article
Valerie E. Taylor|Zhiling Lan|2002|Dynamic load balancing of SAMR applications on distributed systems.|article
Valerie E. Taylor|Greg Bryan|2002|Dynamic load balancing of SAMR applications on distributed systems.|article
Greg Bryan|Zhiling Lan|2002|Dynamic load balancing of SAMR applications on distributed systems.|article
Greg Bryan|Valerie E. Taylor|2002|Dynamic load balancing of SAMR applications on distributed systems.|article
Elisa Bertino|Elena Ferrari|2005|An approach to cooperative updates of XML documents in distributed systems.|article
Elisa Bertino|Giovanni Mella|2005|An approach to cooperative updates of XML documents in distributed systems.|article
Elena Ferrari|Elisa Bertino|2005|An approach to cooperative updates of XML documents in distributed systems.|article
Elena Ferrari|Giovanni Mella|2005|An approach to cooperative updates of XML documents in distributed systems.|article
Giovanni Mella|Elisa Bertino|2005|An approach to cooperative updates of XML documents in distributed systems.|article
Giovanni Mella|Elena Ferrari|2005|An approach to cooperative updates of XML documents in distributed systems.|article
Jules White|Brian Dougherty|2012|R&D challenges and solutions for highly complex distributed systems: a middleware perspective.|article
Jules White|Richard E. Schantz|2012|R&D challenges and solutions for highly complex distributed systems: a middleware perspective.|article
Jules White|Douglas C. Schmidt|2012|R&D challenges and solutions for highly complex distributed systems: a middleware perspective.|article
Jules White|Adam A. Porter|2012|R&D challenges and solutions for highly complex distributed systems: a middleware perspective.|article
Jules White|Angelo Corsaro|2012|R&D challenges and solutions for highly complex distributed systems: a middleware perspective.|article
Brian Dougherty|Jules White|2012|R&D challenges and solutions for highly complex distributed systems: a middleware perspective.|article
Brian Dougherty|Richard E. Schantz|2012|R&D challenges and solutions for highly complex distributed systems: a middleware perspective.|article
Brian Dougherty|Douglas C. Schmidt|2012|R&D challenges and solutions for highly complex distributed systems: a middleware perspective.|article
Brian Dougherty|Adam A. Porter|2012|R&D challenges and solutions for highly complex distributed systems: a middleware perspective.|article
Brian Dougherty|Angelo Corsaro|2012|R&D challenges and solutions for highly complex distributed systems: a middleware perspective.|article
Richard E. Schantz|Jules White|2012|R&D challenges and solutions for highly complex distributed systems: a middleware perspective.|article
Richard E. Schantz|Brian Dougherty|2012|R&D challenges and solutions for highly complex distributed systems: a middleware perspective.|article
Richard E. Schantz|Douglas C. Schmidt|2012|R&D challenges and solutions for highly complex distributed systems: a middleware perspective.|article
Richard E. Schantz|Adam A. Porter|2012|R&D challenges and solutions for highly complex distributed systems: a middleware perspective.|article
Richard E. Schantz|Angelo Corsaro|2012|R&D challenges and solutions for highly complex distributed systems: a middleware perspective.|article
Douglas C. Schmidt|Jules White|2012|R&D challenges and solutions for highly complex distributed systems: a middleware perspective.|article
Douglas C. Schmidt|Brian Dougherty|2012|R&D challenges and solutions for highly complex distributed systems: a middleware perspective.|article
Douglas C. Schmidt|Richard E. Schantz|2012|R&D challenges and solutions for highly complex distributed systems: a middleware perspective.|article
Douglas C. Schmidt|Adam A. Porter|2012|R&D challenges and solutions for highly complex distributed systems: a middleware perspective.|article
Douglas C. Schmidt|Angelo Corsaro|2012|R&D challenges and solutions for highly complex distributed systems: a middleware perspective.|article
Adam A. Porter|Jules White|2012|R&D challenges and solutions for highly complex distributed systems: a middleware perspective.|article
Adam A. Porter|Brian Dougherty|2012|R&D challenges and solutions for highly complex distributed systems: a middleware perspective.|article
Adam A. Porter|Richard E. Schantz|2012|R&D challenges and solutions for highly complex distributed systems: a middleware perspective.|article
Adam A. Porter|Douglas C. Schmidt|2012|R&D challenges and solutions for highly complex distributed systems: a middleware perspective.|article
Adam A. Porter|Angelo Corsaro|2012|R&D challenges and solutions for highly complex distributed systems: a middleware perspective.|article
Angelo Corsaro|Jules White|2012|R&D challenges and solutions for highly complex distributed systems: a middleware perspective.|article
Angelo Corsaro|Brian Dougherty|2012|R&D challenges and solutions for highly complex distributed systems: a middleware perspective.|article
Angelo Corsaro|Richard E. Schantz|2012|R&D challenges and solutions for highly complex distributed systems: a middleware perspective.|article
Angelo Corsaro|Douglas C. Schmidt|2012|R&D challenges and solutions for highly complex distributed systems: a middleware perspective.|article
Angelo Corsaro|Adam A. Porter|2012|R&D challenges and solutions for highly complex distributed systems: a middleware perspective.|article
Maarten van Steen|Guillaume Pierre|2012|Challenges in very large distributed systems.|article
Maarten van Steen|Spyros Voulgaris|2012|Challenges in very large distributed systems.|article
Guillaume Pierre|Maarten van Steen|2012|Challenges in very large distributed systems.|article
Guillaume Pierre|Spyros Voulgaris|2012|Challenges in very large distributed systems.|article
Spyros Voulgaris|Maarten van Steen|2012|Challenges in very large distributed systems.|article
Spyros Voulgaris|Guillaume Pierre|2012|Challenges in very large distributed systems.|article
Marco Autili|Paola Inverardi|2012|Developing highly complex distributed systems: a software engineering perspective.|article
Marco Autili|Patrizio Pelliccione|2012|Developing highly complex distributed systems: a software engineering perspective.|article
Marco Autili|Massimo Tivoli|2012|Developing highly complex distributed systems: a software engineering perspective.|article
Paola Inverardi|Marco Autili|2012|Developing highly complex distributed systems: a software engineering perspective.|article
Paola Inverardi|Patrizio Pelliccione|2012|Developing highly complex distributed systems: a software engineering perspective.|article
Paola Inverardi|Massimo Tivoli|2012|Developing highly complex distributed systems: a software engineering perspective.|article
Patrizio Pelliccione|Marco Autili|2012|Developing highly complex distributed systems: a software engineering perspective.|article
Patrizio Pelliccione|Paola Inverardi|2012|Developing highly complex distributed systems: a software engineering perspective.|article
Patrizio Pelliccione|Massimo Tivoli|2012|Developing highly complex distributed systems: a software engineering perspective.|article
Massimo Tivoli|Marco Autili|2012|Developing highly complex distributed systems: a software engineering perspective.|article
Massimo Tivoli|Paola Inverardi|2012|Developing highly complex distributed systems: a software engineering perspective.|article
Massimo Tivoli|Patrizio Pelliccione|2012|Developing highly complex distributed systems: a software engineering perspective.|article
Debasish Ghosh|Justin Sheehy|2012|Programming language impact on the development of distributed systems.|article
Debasish Ghosh|Kresten Krab Thorup|2012|Programming language impact on the development of distributed systems.|article
Debasish Ghosh|Steve Vinoski|2012|Programming language impact on the development of distributed systems.|article
Justin Sheehy|Debasish Ghosh|2012|Programming language impact on the development of distributed systems.|article
Justin Sheehy|Kresten Krab Thorup|2012|Programming language impact on the development of distributed systems.|article
Justin Sheehy|Steve Vinoski|2012|Programming language impact on the development of distributed systems.|article
Kresten Krab Thorup|Debasish Ghosh|2012|Programming language impact on the development of distributed systems.|article
Kresten Krab Thorup|Justin Sheehy|2012|Programming language impact on the development of distributed systems.|article
Kresten Krab Thorup|Steve Vinoski|2012|Programming language impact on the development of distributed systems.|article
Steve Vinoski|Debasish Ghosh|2012|Programming language impact on the development of distributed systems.|article
Steve Vinoski|Justin Sheehy|2012|Programming language impact on the development of distributed systems.|article
Steve Vinoski|Kresten Krab Thorup|2012|Programming language impact on the development of distributed systems.|article
Yong Meng Teo|Seng Chuan Tay|1996|Performance analysis of parallel simulation on distributed systems.|article
Seng Chuan Tay|Yong Meng Teo|1996|Performance analysis of parallel simulation on distributed systems.|article
Christos T. Karamanolis|Jeff Magee|1998|Construction and management of highly available services in open distributed systems.|article
Jeff Magee|Christos T. Karamanolis|1998|Construction and management of highly available services in open distributed systems.|article
Masoud Mansouri-Samani|Morris Sloman|1997|GEM: a generalized event monitoring language for distributed systems.|article
Morris Sloman|Masoud Mansouri-Samani|1997|GEM: a generalized event monitoring language for distributed systems.|article
Mara Nikolaidou|D. Lelis|1995|Disciplined approach towards the design of distributed systems.|article
Mara Nikolaidou|D. Mouzakis|1995|Disciplined approach towards the design of distributed systems.|article
Mara Nikolaidou|Panagiotis Georgiadis|1995|Disciplined approach towards the design of distributed systems.|article
D. Lelis|Mara Nikolaidou|1995|Disciplined approach towards the design of distributed systems.|article
D. Lelis|D. Mouzakis|1995|Disciplined approach towards the design of distributed systems.|article
D. Lelis|Panagiotis Georgiadis|1995|Disciplined approach towards the design of distributed systems.|article
D. Mouzakis|Mara Nikolaidou|1995|Disciplined approach towards the design of distributed systems.|article
D. Mouzakis|D. Lelis|1995|Disciplined approach towards the design of distributed systems.|article
D. Mouzakis|Panagiotis Georgiadis|1995|Disciplined approach towards the design of distributed systems.|article
Panagiotis Georgiadis|Mara Nikolaidou|1995|Disciplined approach towards the design of distributed systems.|article
Panagiotis Georgiadis|D. Lelis|1995|Disciplined approach towards the design of distributed systems.|article
Panagiotis Georgiadis|D. Mouzakis|1995|Disciplined approach towards the design of distributed systems.|article
Steve Benford|Ok-Ki Lee|1993|Collaborative naming in distributed system.|article
Ok-Ki Lee|Steve Benford|1993|Collaborative naming in distributed system.|article
Douglas C. Schmidt|Tatsuya Suda|1994|An object-oriented framework for dynamically configuring extensible distributed systems.|article
Tatsuya Suda|Douglas C. Schmidt|1994|An object-oriented framework for dynamically configuring extensible distributed systems.|article
Wayne Brookes|Stephen Crawley|1997|Types and their management in open distributed systems.|article
Wayne Brookes|Jadwiga Indulska|1997|Types and their management in open distributed systems.|article
Wayne Brookes|Douglas Kosovic|1997|Types and their management in open distributed systems.|article
Wayne Brookes|Andreas Vogel|1997|Types and their management in open distributed systems.|article
Stephen Crawley|Wayne Brookes|1997|Types and their management in open distributed systems.|article
Stephen Crawley|Jadwiga Indulska|1997|Types and their management in open distributed systems.|article
Stephen Crawley|Douglas Kosovic|1997|Types and their management in open distributed systems.|article
Stephen Crawley|Andreas Vogel|1997|Types and their management in open distributed systems.|article
Jadwiga Indulska|Wayne Brookes|1997|Types and their management in open distributed systems.|article
Jadwiga Indulska|Stephen Crawley|1997|Types and their management in open distributed systems.|article
Jadwiga Indulska|Douglas Kosovic|1997|Types and their management in open distributed systems.|article
Jadwiga Indulska|Andreas Vogel|1997|Types and their management in open distributed systems.|article
