Author Name|Coauthor Name|Year|Title|Type
Dejan S. Milojicic|Raghu Ramakrishnan|2011|Perspectives on cloud computing: interviews with five leading scientists from the cloud community.|article
Dejan S. Milojicic|Dan Reed|2011|Perspectives on cloud computing: interviews with five leading scientists from the cloud community.|article
Dejan S. Milojicic|Dilma M. Silva|2011|Perspectives on cloud computing: interviews with five leading scientists from the cloud community.|article
Raghu Ramakrishnan|Gordon S. Blair|2011|Perspectives on cloud computing: interviews with five leading scientists from the cloud community.|article
Raghu Ramakrishnan|Fabio Kon|2011|Perspectives on cloud computing: interviews with five leading scientists from the cloud community.|article
Raghu Ramakrishnan|Walfredo Cirne|2011|Perspectives on cloud computing: interviews with five leading scientists from the cloud community.|article
Raghu Ramakrishnan|Dejan S. Milojicic|2011|Perspectives on cloud computing: interviews with five leading scientists from the cloud community.|article
Raghu Ramakrishnan|Dan Reed|2011|Perspectives on cloud computing: interviews with five leading scientists from the cloud community.|article
Raghu Ramakrishnan|Dilma M. Silva|2011|Perspectives on cloud computing: interviews with five leading scientists from the cloud community.|article
Dan Reed|Gordon S. Blair|2011|Perspectives on cloud computing: interviews with five leading scientists from the cloud community.|article
Dan Reed|Fabio Kon|2011|Perspectives on cloud computing: interviews with five leading scientists from the cloud community.|article
Dan Reed|Walfredo Cirne|2011|Perspectives on cloud computing: interviews with five leading scientists from the cloud community.|article
Dan Reed|Dejan S. Milojicic|2011|Perspectives on cloud computing: interviews with five leading scientists from the cloud community.|article
Dan Reed|Raghu Ramakrishnan|2011|Perspectives on cloud computing: interviews with five leading scientists from the cloud community.|article
Dan Reed|Dilma M. Silva|2011|Perspectives on cloud computing: interviews with five leading scientists from the cloud community.|article
Dilma M. Silva|Gordon S. Blair|2011|Perspectives on cloud computing: interviews with five leading scientists from the cloud community.|article
Dilma M. Silva|Fabio Kon|2011|Perspectives on cloud computing: interviews with five leading scientists from the cloud community.|article
Dilma M. Silva|Walfredo Cirne|2011|Perspectives on cloud computing: interviews with five leading scientists from the cloud community.|article
Dilma M. Silva|Dejan S. Milojicic|2011|Perspectives on cloud computing: interviews with five leading scientists from the cloud community.|article
Dilma M. Silva|Raghu Ramakrishnan|2011|Perspectives on cloud computing: interviews with five leading scientists from the cloud community.|article
Dilma M. Silva|Dan Reed|2011|Perspectives on cloud computing: interviews with five leading scientists from the cloud community.|article
Dilma Da Silva|Dongyan Xu|2011|Guest editorial - second part of special issue on cloud computing.|article
Dilma Da Silva|Dan Reed|2011|Guest editorial - second part of special issue on cloud computing.|article
Dongyan Xu|Dilma Da Silva|2011|Guest editorial - second part of special issue on cloud computing.|article
Dongyan Xu|Dan Reed|2011|Guest editorial - second part of special issue on cloud computing.|article
Dan Reed|Dilma Da Silva|2011|Guest editorial - second part of special issue on cloud computing.|article
Dan Reed|Dongyan Xu|2011|Guest editorial - second part of special issue on cloud computing.|article
Gordon S. Blair|Fabio Kon|2011|Future directions in the Internet - cloud computing and beyond - Letter from the Editors-in-Chief.|article
Fabio Kon|Gordon S. Blair|2011|Future directions in the Internet - cloud computing and beyond - Letter from the Editors-in-Chief.|article
Dilma Da Silva|Dongyan Xu|2011|Guest editorial - special issue on cloud computing.|article
Dilma Da Silva|Dan Reed|2011|Guest editorial - special issue on cloud computing.|article
Dongyan Xu|Dilma Da Silva|2011|Guest editorial - special issue on cloud computing.|article
Dongyan Xu|Dan Reed|2011|Guest editorial - special issue on cloud computing.|article
Dan Reed|Dilma Da Silva|2011|Guest editorial - special issue on cloud computing.|article
Dan Reed|Dongyan Xu|2011|Guest editorial - special issue on cloud computing.|article
Nabil Sultan|Sylvia van de Bunt-Kokhuis|2012|Organisational culture and cloud computing: coping with a disruptive innovation.|article
Sylvia van de Bunt-Kokhuis|Nabil Sultan|2012|Organisational culture and cloud computing: coping with a disruptive innovation.|article
Mrinmoy Barua|Xiaohui Liang|2011|ESPAC: Enabling Security and Patient-centric Access Control for eHealth in cloud computing.|article
Mrinmoy Barua|Rongxing Lu|2011|ESPAC: Enabling Security and Patient-centric Access Control for eHealth in cloud computing.|article
Mrinmoy Barua|Xuemin Shen|2011|ESPAC: Enabling Security and Patient-centric Access Control for eHealth in cloud computing.|article
Xiaohui Liang|Mrinmoy Barua|2011|ESPAC: Enabling Security and Patient-centric Access Control for eHealth in cloud computing.|article
Xiaohui Liang|Rongxing Lu|2011|ESPAC: Enabling Security and Patient-centric Access Control for eHealth in cloud computing.|article
Xiaohui Liang|Xuemin Shen|2011|ESPAC: Enabling Security and Patient-centric Access Control for eHealth in cloud computing.|article
Rongxing Lu|Mrinmoy Barua|2011|ESPAC: Enabling Security and Patient-centric Access Control for eHealth in cloud computing.|article
Rongxing Lu|Xiaohui Liang|2011|ESPAC: Enabling Security and Patient-centric Access Control for eHealth in cloud computing.|article
Rongxing Lu|Xuemin Shen|2011|ESPAC: Enabling Security and Patient-centric Access Control for eHealth in cloud computing.|article
Xuemin Shen|Mrinmoy Barua|2011|ESPAC: Enabling Security and Patient-centric Access Control for eHealth in cloud computing.|article
Xuemin Shen|Xiaohui Liang|2011|ESPAC: Enabling Security and Patient-centric Access Control for eHealth in cloud computing.|article
Xuemin Shen|Rongxing Lu|2011|ESPAC: Enabling Security and Patient-centric Access Control for eHealth in cloud computing.|article
Subhas Chandra Misra|Arka Mondal|2011|Identification of a company's suitability for the adoption of cloud computing and modelling its corresponding Return on Investment.|article
Arka Mondal|Subhas Chandra Misra|2011|Identification of a company's suitability for the adoption of cloud computing and modelling its corresponding Return on Investment.|article
Binh Minh Nguyen|Viet D. Tran|2011|Abstraction layer for cloud computing.|article
Binh Minh Nguyen|Ladislav Hluchý|2011|Abstraction layer for cloud computing.|article
Viet D. Tran|Binh Minh Nguyen|2011|Abstraction layer for cloud computing.|article
Viet D. Tran|Ladislav Hluchý|2011|Abstraction layer for cloud computing.|article
Ladislav Hluchý|Binh Minh Nguyen|2011|Abstraction layer for cloud computing.|article
Ladislav Hluchý|Viet D. Tran|2011|Abstraction layer for cloud computing.|article
Elton Manias|Françoise Baude|2012|A component-based middleware for hybrid grid/cloud computing platforms.|article
Françoise Baude|Elton Manias|2012|A component-based middleware for hybrid grid/cloud computing platforms.|article
Rajiv Ranjan|Rajkumar Buyya|2012|Special section on autonomic cloud computing: technologies, services, and applications.|article
Rajiv Ranjan|Manish Parashar|2012|Special section on autonomic cloud computing: technologies, services, and applications.|article
Rajkumar Buyya|Rajiv Ranjan|2012|Special section on autonomic cloud computing: technologies, services, and applications.|article
Rajkumar Buyya|Manish Parashar|2012|Special section on autonomic cloud computing: technologies, services, and applications.|article
Manish Parashar|Rajiv Ranjan|2012|Special section on autonomic cloud computing: technologies, services, and applications.|article
Manish Parashar|Rajkumar Buyya|2012|Special section on autonomic cloud computing: technologies, services, and applications.|article
Andreas Polze|Peter Tröger|2012|Trends and challenges in operating systems - from parallel computing to cloud computing.|article
Peter Tröger|Andreas Polze|2012|Trends and challenges in operating systems - from parallel computing to cloud computing.|article
Ge Cheng|Hai Jin|2010|Building dynamic and transparent integrity measurement and protection for virtualized platform in cloud computing.|article
Ge Cheng|Deqing Zou|2010|Building dynamic and transparent integrity measurement and protection for virtualized platform in cloud computing.|article
Ge Cheng|Xinwen Zhang|2010|Building dynamic and transparent integrity measurement and protection for virtualized platform in cloud computing.|article
Hai Jin|Ge Cheng|2010|Building dynamic and transparent integrity measurement and protection for virtualized platform in cloud computing.|article
Hai Jin|Deqing Zou|2010|Building dynamic and transparent integrity measurement and protection for virtualized platform in cloud computing.|article
Hai Jin|Xinwen Zhang|2010|Building dynamic and transparent integrity measurement and protection for virtualized platform in cloud computing.|article
Deqing Zou|Ge Cheng|2010|Building dynamic and transparent integrity measurement and protection for virtualized platform in cloud computing.|article
Deqing Zou|Hai Jin|2010|Building dynamic and transparent integrity measurement and protection for virtualized platform in cloud computing.|article
Deqing Zou|Xinwen Zhang|2010|Building dynamic and transparent integrity measurement and protection for virtualized platform in cloud computing.|article
Xinwen Zhang|Ge Cheng|2010|Building dynamic and transparent integrity measurement and protection for virtualized platform in cloud computing.|article
Xinwen Zhang|Hai Jin|2010|Building dynamic and transparent integrity measurement and protection for virtualized platform in cloud computing.|article
Xinwen Zhang|Deqing Zou|2010|Building dynamic and transparent integrity measurement and protection for virtualized platform in cloud computing.|article
Ruwei Huang|Xiaolin Gui|2011|Study of privacy-preserving framework for cloud storage.|article
Ruwei Huang|Si Yu|2011|Study of privacy-preserving framework for cloud storage.|article
Ruwei Huang|Wei Zhuang|2011|Study of privacy-preserving framework for cloud storage.|article
Xiaolin Gui|Ruwei Huang|2011|Study of privacy-preserving framework for cloud storage.|article
Xiaolin Gui|Si Yu|2011|Study of privacy-preserving framework for cloud storage.|article
Xiaolin Gui|Wei Zhuang|2011|Study of privacy-preserving framework for cloud storage.|article
Si Yu|Ruwei Huang|2011|Study of privacy-preserving framework for cloud storage.|article
Si Yu|Xiaolin Gui|2011|Study of privacy-preserving framework for cloud storage.|article
Si Yu|Wei Zhuang|2011|Study of privacy-preserving framework for cloud storage.|article
Wei Zhuang|Ruwei Huang|2011|Study of privacy-preserving framework for cloud storage.|article
Wei Zhuang|Xiaolin Gui|2011|Study of privacy-preserving framework for cloud storage.|article
Wei Zhuang|Si Yu|2011|Study of privacy-preserving framework for cloud storage.|article
Kashif Kifayat|Madjid Merabti|2010|Future security challenges in cloud computing.|article
Kashif Kifayat|Qi Shi|2010|Future security challenges in cloud computing.|article
Madjid Merabti|Kashif Kifayat|2010|Future security challenges in cloud computing.|article
Madjid Merabti|Qi Shi|2010|Future security challenges in cloud computing.|article
Qi Shi|Kashif Kifayat|2010|Future security challenges in cloud computing.|article
Qi Shi|Madjid Merabti|2010|Future security challenges in cloud computing.|article
Samuel V. Angiuoli|Malcolm Matalka|2011|CloVR: A virtual machine for automated and portable sequence analysis from the desktop using cloud computing.|article
Samuel V. Angiuoli|Aaron Gussman|2011|CloVR: A virtual machine for automated and portable sequence analysis from the desktop using cloud computing.|article
Samuel V. Angiuoli|Kevin Galens|2011|CloVR: A virtual machine for automated and portable sequence analysis from the desktop using cloud computing.|article
Samuel V. Angiuoli|Mahesh Vangala|2011|CloVR: A virtual machine for automated and portable sequence analysis from the desktop using cloud computing.|article
Samuel V. Angiuoli|David R. Riley|2011|CloVR: A virtual machine for automated and portable sequence analysis from the desktop using cloud computing.|article
Samuel V. Angiuoli|Cesar Arze|2011|CloVR: A virtual machine for automated and portable sequence analysis from the desktop using cloud computing.|article
Samuel V. Angiuoli|James R. White|2011|CloVR: A virtual machine for automated and portable sequence analysis from the desktop using cloud computing.|article
Samuel V. Angiuoli|Owen White|2011|CloVR: A virtual machine for automated and portable sequence analysis from the desktop using cloud computing.|article
Samuel V. Angiuoli|W. Florian Fricke|2011|CloVR: A virtual machine for automated and portable sequence analysis from the desktop using cloud computing.|article
Malcolm Matalka|Samuel V. Angiuoli|2011|CloVR: A virtual machine for automated and portable sequence analysis from the desktop using cloud computing.|article
Malcolm Matalka|Aaron Gussman|2011|CloVR: A virtual machine for automated and portable sequence analysis from the desktop using cloud computing.|article
Malcolm Matalka|Kevin Galens|2011|CloVR: A virtual machine for automated and portable sequence analysis from the desktop using cloud computing.|article
Malcolm Matalka|Mahesh Vangala|2011|CloVR: A virtual machine for automated and portable sequence analysis from the desktop using cloud computing.|article
Malcolm Matalka|David R. Riley|2011|CloVR: A virtual machine for automated and portable sequence analysis from the desktop using cloud computing.|article
Malcolm Matalka|Cesar Arze|2011|CloVR: A virtual machine for automated and portable sequence analysis from the desktop using cloud computing.|article
Malcolm Matalka|James R. White|2011|CloVR: A virtual machine for automated and portable sequence analysis from the desktop using cloud computing.|article
Malcolm Matalka|Owen White|2011|CloVR: A virtual machine for automated and portable sequence analysis from the desktop using cloud computing.|article
Malcolm Matalka|W. Florian Fricke|2011|CloVR: A virtual machine for automated and portable sequence analysis from the desktop using cloud computing.|article
Aaron Gussman|Samuel V. Angiuoli|2011|CloVR: A virtual machine for automated and portable sequence analysis from the desktop using cloud computing.|article
Aaron Gussman|Malcolm Matalka|2011|CloVR: A virtual machine for automated and portable sequence analysis from the desktop using cloud computing.|article
Aaron Gussman|Kevin Galens|2011|CloVR: A virtual machine for automated and portable sequence analysis from the desktop using cloud computing.|article
Aaron Gussman|Mahesh Vangala|2011|CloVR: A virtual machine for automated and portable sequence analysis from the desktop using cloud computing.|article
Aaron Gussman|David R. Riley|2011|CloVR: A virtual machine for automated and portable sequence analysis from the desktop using cloud computing.|article
Aaron Gussman|Cesar Arze|2011|CloVR: A virtual machine for automated and portable sequence analysis from the desktop using cloud computing.|article
Aaron Gussman|James R. White|2011|CloVR: A virtual machine for automated and portable sequence analysis from the desktop using cloud computing.|article
Aaron Gussman|Owen White|2011|CloVR: A virtual machine for automated and portable sequence analysis from the desktop using cloud computing.|article
Aaron Gussman|W. Florian Fricke|2011|CloVR: A virtual machine for automated and portable sequence analysis from the desktop using cloud computing.|article
Kevin Galens|Samuel V. Angiuoli|2011|CloVR: A virtual machine for automated and portable sequence analysis from the desktop using cloud computing.|article
Kevin Galens|Malcolm Matalka|2011|CloVR: A virtual machine for automated and portable sequence analysis from the desktop using cloud computing.|article
Kevin Galens|Aaron Gussman|2011|CloVR: A virtual machine for automated and portable sequence analysis from the desktop using cloud computing.|article
Kevin Galens|Mahesh Vangala|2011|CloVR: A virtual machine for automated and portable sequence analysis from the desktop using cloud computing.|article
Kevin Galens|David R. Riley|2011|CloVR: A virtual machine for automated and portable sequence analysis from the desktop using cloud computing.|article
Kevin Galens|Cesar Arze|2011|CloVR: A virtual machine for automated and portable sequence analysis from the desktop using cloud computing.|article
Kevin Galens|James R. White|2011|CloVR: A virtual machine for automated and portable sequence analysis from the desktop using cloud computing.|article
Kevin Galens|Owen White|2011|CloVR: A virtual machine for automated and portable sequence analysis from the desktop using cloud computing.|article
Kevin Galens|W. Florian Fricke|2011|CloVR: A virtual machine for automated and portable sequence analysis from the desktop using cloud computing.|article
Mahesh Vangala|Samuel V. Angiuoli|2011|CloVR: A virtual machine for automated and portable sequence analysis from the desktop using cloud computing.|article
Mahesh Vangala|Malcolm Matalka|2011|CloVR: A virtual machine for automated and portable sequence analysis from the desktop using cloud computing.|article
Mahesh Vangala|Aaron Gussman|2011|CloVR: A virtual machine for automated and portable sequence analysis from the desktop using cloud computing.|article
Mahesh Vangala|Kevin Galens|2011|CloVR: A virtual machine for automated and portable sequence analysis from the desktop using cloud computing.|article
Mahesh Vangala|David R. Riley|2011|CloVR: A virtual machine for automated and portable sequence analysis from the desktop using cloud computing.|article
Mahesh Vangala|Cesar Arze|2011|CloVR: A virtual machine for automated and portable sequence analysis from the desktop using cloud computing.|article
Mahesh Vangala|James R. White|2011|CloVR: A virtual machine for automated and portable sequence analysis from the desktop using cloud computing.|article
Mahesh Vangala|Owen White|2011|CloVR: A virtual machine for automated and portable sequence analysis from the desktop using cloud computing.|article
Mahesh Vangala|W. Florian Fricke|2011|CloVR: A virtual machine for automated and portable sequence analysis from the desktop using cloud computing.|article
David R. Riley|Samuel V. Angiuoli|2011|CloVR: A virtual machine for automated and portable sequence analysis from the desktop using cloud computing.|article
David R. Riley|Malcolm Matalka|2011|CloVR: A virtual machine for automated and portable sequence analysis from the desktop using cloud computing.|article
David R. Riley|Aaron Gussman|2011|CloVR: A virtual machine for automated and portable sequence analysis from the desktop using cloud computing.|article
David R. Riley|Kevin Galens|2011|CloVR: A virtual machine for automated and portable sequence analysis from the desktop using cloud computing.|article
David R. Riley|Mahesh Vangala|2011|CloVR: A virtual machine for automated and portable sequence analysis from the desktop using cloud computing.|article
David R. Riley|Cesar Arze|2011|CloVR: A virtual machine for automated and portable sequence analysis from the desktop using cloud computing.|article
David R. Riley|James R. White|2011|CloVR: A virtual machine for automated and portable sequence analysis from the desktop using cloud computing.|article
David R. Riley|Owen White|2011|CloVR: A virtual machine for automated and portable sequence analysis from the desktop using cloud computing.|article
David R. Riley|W. Florian Fricke|2011|CloVR: A virtual machine for automated and portable sequence analysis from the desktop using cloud computing.|article
Cesar Arze|Samuel V. Angiuoli|2011|CloVR: A virtual machine for automated and portable sequence analysis from the desktop using cloud computing.|article
Cesar Arze|Malcolm Matalka|2011|CloVR: A virtual machine for automated and portable sequence analysis from the desktop using cloud computing.|article
Cesar Arze|Aaron Gussman|2011|CloVR: A virtual machine for automated and portable sequence analysis from the desktop using cloud computing.|article
Cesar Arze|Kevin Galens|2011|CloVR: A virtual machine for automated and portable sequence analysis from the desktop using cloud computing.|article
Cesar Arze|Mahesh Vangala|2011|CloVR: A virtual machine for automated and portable sequence analysis from the desktop using cloud computing.|article
Cesar Arze|David R. Riley|2011|CloVR: A virtual machine for automated and portable sequence analysis from the desktop using cloud computing.|article
Cesar Arze|James R. White|2011|CloVR: A virtual machine for automated and portable sequence analysis from the desktop using cloud computing.|article
Cesar Arze|Owen White|2011|CloVR: A virtual machine for automated and portable sequence analysis from the desktop using cloud computing.|article
Cesar Arze|W. Florian Fricke|2011|CloVR: A virtual machine for automated and portable sequence analysis from the desktop using cloud computing.|article
James R. White|Samuel V. Angiuoli|2011|CloVR: A virtual machine for automated and portable sequence analysis from the desktop using cloud computing.|article
James R. White|Malcolm Matalka|2011|CloVR: A virtual machine for automated and portable sequence analysis from the desktop using cloud computing.|article
James R. White|Aaron Gussman|2011|CloVR: A virtual machine for automated and portable sequence analysis from the desktop using cloud computing.|article
James R. White|Kevin Galens|2011|CloVR: A virtual machine for automated and portable sequence analysis from the desktop using cloud computing.|article
James R. White|Mahesh Vangala|2011|CloVR: A virtual machine for automated and portable sequence analysis from the desktop using cloud computing.|article
James R. White|David R. Riley|2011|CloVR: A virtual machine for automated and portable sequence analysis from the desktop using cloud computing.|article
James R. White|Cesar Arze|2011|CloVR: A virtual machine for automated and portable sequence analysis from the desktop using cloud computing.|article
James R. White|Owen White|2011|CloVR: A virtual machine for automated and portable sequence analysis from the desktop using cloud computing.|article
James R. White|W. Florian Fricke|2011|CloVR: A virtual machine for automated and portable sequence analysis from the desktop using cloud computing.|article
Owen White|Samuel V. Angiuoli|2011|CloVR: A virtual machine for automated and portable sequence analysis from the desktop using cloud computing.|article
Owen White|Malcolm Matalka|2011|CloVR: A virtual machine for automated and portable sequence analysis from the desktop using cloud computing.|article
Owen White|Aaron Gussman|2011|CloVR: A virtual machine for automated and portable sequence analysis from the desktop using cloud computing.|article
Owen White|Kevin Galens|2011|CloVR: A virtual machine for automated and portable sequence analysis from the desktop using cloud computing.|article
Owen White|Mahesh Vangala|2011|CloVR: A virtual machine for automated and portable sequence analysis from the desktop using cloud computing.|article
Owen White|David R. Riley|2011|CloVR: A virtual machine for automated and portable sequence analysis from the desktop using cloud computing.|article
Owen White|Cesar Arze|2011|CloVR: A virtual machine for automated and portable sequence analysis from the desktop using cloud computing.|article
Owen White|James R. White|2011|CloVR: A virtual machine for automated and portable sequence analysis from the desktop using cloud computing.|article
Owen White|W. Florian Fricke|2011|CloVR: A virtual machine for automated and portable sequence analysis from the desktop using cloud computing.|article
W. Florian Fricke|Samuel V. Angiuoli|2011|CloVR: A virtual machine for automated and portable sequence analysis from the desktop using cloud computing.|article
W. Florian Fricke|Malcolm Matalka|2011|CloVR: A virtual machine for automated and portable sequence analysis from the desktop using cloud computing.|article
W. Florian Fricke|Aaron Gussman|2011|CloVR: A virtual machine for automated and portable sequence analysis from the desktop using cloud computing.|article
W. Florian Fricke|Kevin Galens|2011|CloVR: A virtual machine for automated and portable sequence analysis from the desktop using cloud computing.|article
W. Florian Fricke|Mahesh Vangala|2011|CloVR: A virtual machine for automated and portable sequence analysis from the desktop using cloud computing.|article
W. Florian Fricke|David R. Riley|2011|CloVR: A virtual machine for automated and portable sequence analysis from the desktop using cloud computing.|article
W. Florian Fricke|Cesar Arze|2011|CloVR: A virtual machine for automated and portable sequence analysis from the desktop using cloud computing.|article
W. Florian Fricke|James R. White|2011|CloVR: A virtual machine for automated and portable sequence analysis from the desktop using cloud computing.|article
W. Florian Fricke|Owen White|2011|CloVR: A virtual machine for automated and portable sequence analysis from the desktop using cloud computing.|article
Johannes Wagener|Ola Spjuth|2009|XMPP for cloud computing in bioinformatics supporting discovery and invocation of asynchronous web services.|article
Johannes Wagener|Egon L. Willighagen|2009|XMPP for cloud computing in bioinformatics supporting discovery and invocation of asynchronous web services.|article
Johannes Wagener|Jarl E. S. Wikberg|2009|XMPP for cloud computing in bioinformatics supporting discovery and invocation of asynchronous web services.|article
Ola Spjuth|Johannes Wagener|2009|XMPP for cloud computing in bioinformatics supporting discovery and invocation of asynchronous web services.|article
Ola Spjuth|Egon L. Willighagen|2009|XMPP for cloud computing in bioinformatics supporting discovery and invocation of asynchronous web services.|article
Ola Spjuth|Jarl E. S. Wikberg|2009|XMPP for cloud computing in bioinformatics supporting discovery and invocation of asynchronous web services.|article
Egon L. Willighagen|Johannes Wagener|2009|XMPP for cloud computing in bioinformatics supporting discovery and invocation of asynchronous web services.|article
Egon L. Willighagen|Ola Spjuth|2009|XMPP for cloud computing in bioinformatics supporting discovery and invocation of asynchronous web services.|article
Egon L. Willighagen|Jarl E. S. Wikberg|2009|XMPP for cloud computing in bioinformatics supporting discovery and invocation of asynchronous web services.|article
Jarl E. S. Wikberg|Johannes Wagener|2009|XMPP for cloud computing in bioinformatics supporting discovery and invocation of asynchronous web services.|article
Jarl E. S. Wikberg|Ola Spjuth|2009|XMPP for cloud computing in bioinformatics supporting discovery and invocation of asynchronous web services.|article
Jarl E. S. Wikberg|Egon L. Willighagen|2009|XMPP for cloud computing in bioinformatics supporting discovery and invocation of asynchronous web services.|article
Dawei Sun|Guiran Chang|2011|Modelling, evaluating and designing virtual machine scheduling by a clustering mechanism in cloud computing environments.|article
Dawei Sun|Qiang Guo|2011|Modelling, evaluating and designing virtual machine scheduling by a clustering mechanism in cloud computing environments.|article
Dawei Sun|Xingwei Wang|2011|Modelling, evaluating and designing virtual machine scheduling by a clustering mechanism in cloud computing environments.|article
Guiran Chang|Dawei Sun|2011|Modelling, evaluating and designing virtual machine scheduling by a clustering mechanism in cloud computing environments.|article
Guiran Chang|Qiang Guo|2011|Modelling, evaluating and designing virtual machine scheduling by a clustering mechanism in cloud computing environments.|article
Guiran Chang|Xingwei Wang|2011|Modelling, evaluating and designing virtual machine scheduling by a clustering mechanism in cloud computing environments.|article
Qiang Guo|Dawei Sun|2011|Modelling, evaluating and designing virtual machine scheduling by a clustering mechanism in cloud computing environments.|article
Qiang Guo|Guiran Chang|2011|Modelling, evaluating and designing virtual machine scheduling by a clustering mechanism in cloud computing environments.|article
Qiang Guo|Xingwei Wang|2011|Modelling, evaluating and designing virtual machine scheduling by a clustering mechanism in cloud computing environments.|article
Xingwei Wang|Dawei Sun|2011|Modelling, evaluating and designing virtual machine scheduling by a clustering mechanism in cloud computing environments.|article
Xingwei Wang|Guiran Chang|2011|Modelling, evaluating and designing virtual machine scheduling by a clustering mechanism in cloud computing environments.|article
Xingwei Wang|Qiang Guo|2011|Modelling, evaluating and designing virtual machine scheduling by a clustering mechanism in cloud computing environments.|article
Salvatore Loreto|Sean Moore|2011|Design and implementation series VIII: cloud computing and IMS-switched wireless sensor networks.|article
Sean Moore|Salvatore Loreto|2011|Design and implementation series VIII: cloud computing and IMS-switched wireless sensor networks.|article
Claudius M. Bürger|Stefan Kollet|2012|Introduction of a web service for cloud computing with the integrated hydrologic simulation platform ParFlow.|article
Claudius M. Bürger|Jens Schumacher|2012|Introduction of a web service for cloud computing with the integrated hydrologic simulation platform ParFlow.|article
Claudius M. Bürger|Detlef Bösel|2012|Introduction of a web service for cloud computing with the integrated hydrologic simulation platform ParFlow.|article
Stefan Kollet|Claudius M. Bürger|2012|Introduction of a web service for cloud computing with the integrated hydrologic simulation platform ParFlow.|article
Stefan Kollet|Jens Schumacher|2012|Introduction of a web service for cloud computing with the integrated hydrologic simulation platform ParFlow.|article
Stefan Kollet|Detlef Bösel|2012|Introduction of a web service for cloud computing with the integrated hydrologic simulation platform ParFlow.|article
Jens Schumacher|Claudius M. Bürger|2012|Introduction of a web service for cloud computing with the integrated hydrologic simulation platform ParFlow.|article
Jens Schumacher|Stefan Kollet|2012|Introduction of a web service for cloud computing with the integrated hydrologic simulation platform ParFlow.|article
Jens Schumacher|Detlef Bösel|2012|Introduction of a web service for cloud computing with the integrated hydrologic simulation platform ParFlow.|article
Detlef Bösel|Claudius M. Bürger|2012|Introduction of a web service for cloud computing with the integrated hydrologic simulation platform ParFlow.|article
Detlef Bösel|Stefan Kollet|2012|Introduction of a web service for cloud computing with the integrated hydrologic simulation platform ParFlow.|article
Detlef Bösel|Jens Schumacher|2012|Introduction of a web service for cloud computing with the integrated hydrologic simulation platform ParFlow.|article
Ki-Woong Park|Kyu Ho Park|2011|ACCENT: Cognitive cryptography plugged compression for SSL/TLS-based cloud computing services.|article
Kyu Ho Park|Ki-Woong Park|2011|ACCENT: Cognitive cryptography plugged compression for SSL/TLS-based cloud computing services.|article
Marios D. Dikaiakos|Asterios Katsifodimos|2012|Minersoft: Software retrieval in grid and cloud computing infrastructures.|article
Marios D. Dikaiakos|George Pallis|2012|Minersoft: Software retrieval in grid and cloud computing infrastructures.|article
Asterios Katsifodimos|Marios D. Dikaiakos|2012|Minersoft: Software retrieval in grid and cloud computing infrastructures.|article
Asterios Katsifodimos|George Pallis|2012|Minersoft: Software retrieval in grid and cloud computing infrastructures.|article
